scene_id,trip_id,substance,block,item_id,item_path,level_1,level_2,level_3,depth,A_coded,B_coded,agreement
Brugmansia_12_S01_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_12_S02_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_12_S02_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_12_S02_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,gustatory_hallucination,Gustatory hallucination,Gustatory hallucination,,,0,True,True,AGREE
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,False,A_ONLY
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_12_S03_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,False,A_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_12_S04_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,False,A_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_12_S05_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",2,True,False,A_ONLY
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_12_S06_AB,Brugmansia_12,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,False,True,B_ONLY
Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,True,AGREE
Brugmansia_12_S08_AB_LUMPA,Brugmansia_12,brugmansia,11-20,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,False,True,B_ONLY
Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,True,AGREE
Brugmansia_12_S08.1_AB_SPLITB,Brugmansia_12,brugmansia,11-20,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,False,True,B_ONLY
Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,True,AGREE
Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,True,AGREE
Brugmansia_12_S08.2_AB_SPLITB,Brugmansia_12,brugmansia,11-20,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,False,True,B_ONLY
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,False,True,B_ONLY
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,1,True,False,A_ONLY
Brugmansia_13_S01_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,False,True,B_ONLY
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",2,True,False,A_ONLY
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,False,A_ONLY
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_13_S03_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,False,A_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,False,A_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",2,True,False,A_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,2,True,False,A_ONLY
Brugmansia_13_S05_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,False,A_ONLY
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,True,True,AGREE
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,False,True,B_ONLY
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,1,True,False,A_ONLY
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_13_S06_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,True,True,AGREE
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_artefact_city_building_furniture,"Visual hallucination | Artefact | City, building, furniture",Visual hallucination,Artefact,"City, building, furniture",2,True,False,A_ONLY
Brugmansia_13_S07_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",2,True,False,A_ONLY
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Brugmansia_13_S08_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),2,False,True,B_ONLY
Brugmansia_13_S09_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,True,True,AGREE
Brugmansia_13_S09_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,1,False,True,B_ONLY
Brugmansia_13_S09_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,False,A_ONLY
Brugmansia_13_S09_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,2,True,True,AGREE
Brugmansia_13_S10_AB,Brugmansia_13,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_13_S10_AB,Brugmansia_13,brugmansia,11-20,tactile_hallucination_human,Tactile hallucination | Human,Tactile hallucination,Human,,1,False,True,B_ONLY
Brugmansia_13_S10_AB,Brugmansia_13,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_13_S10_AB,Brugmansia_13,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_14_S02_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,True,True,AGREE
Brugmansia_14_S02_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_14_S02_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,True,True,AGREE
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,True,True,AGREE
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_artefact_technological_device,Visual hallucination | Artefact | Technological device,Visual hallucination,Artefact,Technological device,2,False,True,B_ONLY
Brugmansia_14_S03_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_artefact_tool_cloth,"Visual hallucination | Artefact | Tool, cloth",Visual hallucination,Artefact,"Tool, cloth",2,True,False,A_ONLY
Brugmansia_14_S04_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,True,False,A_ONLY
Brugmansia_14_S04_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_14_S04_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_14_S04_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,False,True,B_ONLY
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,2,True,False,A_ONLY
Brugmansia_14_S05_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,False,True,B_ONLY
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,False,True,B_ONLY
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,1,True,False,A_ONLY
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_14_S06_AB,Brugmansia_14,brugmansia,11-20,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Brugmansia_15_S02_AB,Brugmansia_15,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_15_S02_AB,Brugmansia_15,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,False,A_ONLY
Brugmansia_15_S02_AB,Brugmansia_15,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_15_S02_AB,Brugmansia_15,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,False,True,B_ONLY
Brugmansia_16_S01_AB,Brugmansia_16,brugmansia,11-20,auditory_hallucination_human_relatives_acquaintances,"Auditory hallucination | Human | Relative(s), acquaintance(s)",Auditory hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_16_S01_AB,Brugmansia_16,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
Brugmansia_16_S01_AB,Brugmansia_16,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_16_S01_AB,Brugmansia_16,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,True,True,AGREE
Brugmansia_18_S01_AB,Brugmansia_18,brugmansia,11-20,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,1,False,True,B_ONLY
Brugmansia_18_S01_AB,Brugmansia_18,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_18_S01_AB,Brugmansia_18,brugmansia,11-20,visual_hallucination_human_relatives_acquaintances,"Visual hallucination | Human | Relative(s), acquaintance(s)",Visual hallucination,Human,"Relative(s), acquaintance(s)",2,False,True,B_ONLY
Brugmansia_18_S01_AB,Brugmansia_18,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_18_S02_AB,Brugmansia_18,brugmansia,11-20,tactile_hallucination_artefact,Tactile hallucination | Artefact,Tactile hallucination,Artefact,,1,False,True,B_ONLY
Brugmansia_18_S02_AB,Brugmansia_18,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_18_S02_AB,Brugmansia_18,brugmansia,11-20,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,2,True,False,A_ONLY
Brugmansia_18_S02_AB,Brugmansia_18,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,False,A_ONLY
Brugmansia_18_S03_AB,Brugmansia_18,brugmansia,11-20,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,1,False,True,B_ONLY
Brugmansia_18_S03_AB,Brugmansia_18,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,True,True,AGREE
Brugmansia_18_S03_AB,Brugmansia_18,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,1,True,False,A_ONLY
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,2,False,True,B_ONLY
Brugmansia_19_S01_AB,Brugmansia_19,brugmansia,11-20,visual_hallucination_inorganic_entity_other,Visual hallucination | Inorganic entity | Other,Visual hallucination,Inorganic entity,Other,2,True,False,A_ONLY
Brugmansia_19_S02_AB,Brugmansia_19,brugmansia,11-20,auditory_hallucination_human_unknown_persons,Auditory hallucination | Human | Unknown person(s),Auditory hallucination,Human,Unknown person(s),2,True,False,A_ONLY
Brugmansia_19_S02_AB,Brugmansia_19,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,False,True,B_ONLY
Brugmansia_19_S02_AB,Brugmansia_19,brugmansia,11-20,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,1,False,True,B_ONLY
Brugmansia_19_S02_AB,Brugmansia_19,brugmansia,11-20,visual_hallucination_human_unknown_persons,Visual hallucination | Human | Unknown person(s),Visual hallucination,Human,Unknown person(s),2,True,True,AGREE
Brugmansia_20_S03_AB,Brugmansia_20,brugmansia,11-20,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,1,True,True,AGREE
